"Age","Income","Loan.Amount.Request","Current.Loan.Expenses","Credit.Score","Property.Price","Loan.Sanction.Amount"
23,3902.44,206258,554.6,776.4,316340.6,154693.5
21,1757.89,62460.21,306.27,703.93,79589.51,43722.15
53,2844.19,142569,790.31,806.57,173669.9,0
18,3050.25,248379.2,661.3,762.58,317060.5,186284.4
18,2212.02,50452.19,246.8,790.76,80666.43,37839.14
52,4139.18,111309.4,552.57,641.14,147330,0
65,939.1,92237.15,288.47,820.73,103765.1,0
41,3484.72,22993.26,234.91,639.17,29698.04,0
18,2571.95,49211.59,237.2,705.56,78556.21,31987.53
60,1401.16,49319.08,214.78,808.36,91868.54,0
50,1925.45,26230.36,132.91,739.08,47351.33,18361.25
65,752.71,37489.13,255.86,844.6,66781.18,28116.85
34,1990.95,76476.44,542.08,708.53,101148.2,49709.69
26,630.91,17513.25,185.95,699.04,27816.25,11383.61
41,3544.29,122309.7,622.92,790.35,140252,97847.77
29,2140.46,80281.51,458.12,838.32,111982.1,64225.21
54,4538.4,69663.16,622.96,760.31,80255.08,52247.37
27,1845.26,188740.2,570.85,717.71,356872.6,122681.2
40,1410.12,68196.72,393.56,585.55,80375.14,0
34,3880.39,84870.05,380.95,619.65,126790.7,0
53,1889.08,108920.6,392.72,609.13,150088.7,0
19,2451.54,62407.39,400.38,625.98,75910.79,0
23,1328.73,39837.74,208.46,666.71,44845.36,25894.53
65,2690.01,158956.8,478.83,827.71,289045.6,0
22,7107.56,93750.94,409.27,670.14,-999,65625.66
41,2246.53,43890.03,366.7,680.75,57405.19,28528.52
18,1058.88,142903.8,777.23,684.22,253454.3,0
39,3363.74,267944.9,787.77,704.64,464057.7,174164.2
42,3370.39,13127.54,139.45,686.84,20316.81,8532.9
37,1531.44,101859.6,290.51,743.97,185576.6,71301.72
41,941.76,114725.8,357.28,699.91,168795.4,74571.76
55,2392.47,126708.2,371,764.63,169011.3,101366.6
37,5638.06,243184.6,829.44,784.39,293802.2,0
64,2214.51,136720.5,769.01,696.39,177751.2,88868.35
36,4864.12,120487,694.54,656.63,204628.1,0
60,1754.62,38253.16,378.06,831,61601.5,28689.87
57,1891.31,64853.64,339.89,690.77,100374.5,45397.55
24,1245.71,100775.2,384.3,659.91,141890,70542.63
32,2459.78,232437.7,868.77,801.35,400480.7,0
26,1370.87,83468.61,409.88,791.91,139417.4,62601.46
28,1620.61,35998.2,343.7,688.34,58788.19,25198.74
62,2008.35,173333.5,616.42,710.49,220505.1,112666.8
54,2143.69,175021.7,775.35,686.49,293464.7,122515.2
18,2637.12,39569.97,388.86,706.34,70482.1,25720.48
26,4212.23,169104,536.49,728.32,208303.6,118372.8
56,2427.83,45891.45,296.29,723.96,86964.7,29829.44
32,2502.82,61531.31,421.85,785.74,71033.61,43071.92
39,2446.34,49719.39,252.34,738.68,86368.08,0
57,3328.72,220274.4,1385.84,787.51,333262.2,154192.1
44,2165.87,34398.09,235.8,619.43,57272.35,0
18,3657.13,85056.55,795.07,670.47,146054.8,59539.58
63,1040.86,27427.02,139.73,721.19,32623.18,17827.56
56,2123.95,44456.28,375.205,689.35,64076.82,31119.4
28,5006.92,25952.43,140.85,630.68,42556.19,0
18,2944.1,71946.77,537.25,685.98,109719,46765.4
18,3297.34,42734.31,155.53,705.62,65589.63,27777.3
40,2616.54,152857.9,814.06,712.48,268987.9,107000.5
18,3355.93,318520.3,375.205,750.47,385517.8,254816.3
18,550.22,71700.68,241.06,660.53,98069.24,46605.44
63,1709.37,38086.59,296.18,773.42,59943.69,0
39,3717.82,151010.9,609.88,855.19,269847.2,113258.2
21,3433.25,25812.63,375.205,613.59,-999,0
44,2118.72,47359.65,390.12,693.82,72616.92,30783.77
40,952.39,27615.01,128.41,689.45,46514.12,0
18,5180.67,79978.29,711.07,629.87,144384.7,0
18,1165.21,25313.48,204.02,684.73,40637.7,17719.44
25,2905.47,175795.4,481.75,753.67,258359.5,0
18,2003.35,97447.4,273.93,744.31,151947.8,63340.81
50,1394.23,12518.27,98.05,635.2,14497.01,0
65,1732.77,118714.3,351.8,819.86,135721.4,83100.03
39,2165.87,28922.36,155.67,750.23,49896.52,23137.89
23,1681.84,80567.58,335.16,691.96,134811.2,56397.31
51,1511.94,37889.69,270.2,762.91,69273.75,28417.27
35,3520.96,69876.98,360.41,655.44,121350.6,48913.89
32,2265.01,97397.35,437.56,808.93,157764.7,77917.88
28,1953.12,54781.34,280.53,823.83,85516.85,38346.94
37,1212.55,78886.58,371.95,592.63,94742.5,0
53,1683.35,73114.4,336.15,733.64,88949.2,47524.36
63,1279.51,109001.7,397.64,803.16,199588.8,81751.27
40,2065.22,59499.44,281.74,862.13,109883,59499.44
26,2165.87,77103.98,526.93,701.93,99552.38,53972.79
63,1837.69,30176.93,149.81,762.73,48187.93,21123.85
18,3677.22,134422.2,808.27,732.5,237660,94095.55
47,1883.56,72786.97,453.43,766.58,86677.77,0
42,1699.5,23303.17,115.92,800.34,34660.28,0
40,2140.46,218704.3,559.07,645.29,324856.4,0
31,2140.46,45129.67,341.87,598.39,72411.74,35209.4
34,1856.75,70462,623.66,842.59,109602.8,0
29,3492.41,153902.2,577.03,753.14,185567.9,107731.5
21,6914.78,205963.1,939.95,782.3,268132.4,164770.5
29,2908.43,69840.93,327.34,723.7,127773.9,45396.6
18,1611.6,115655.1,514.71,672.74,195115,0
55,1947.86,43202.17,340.49,739.8854,81323.71,32401.63
44,728.74,102840.7,344.84,751.54,191338.8,71988.48
18,8839.5,125006.3,420.39,853.6,160642.1,93754.71
62,1960.39,38200.94,252.62,669.02,43600.18,24830.61
63,1575.55,109544.4,541.52,709.55,190410.1,76681.04
28,1677.9,115391.8,351.21,839.24,197493.9,0
65,937.17,41854.55,137.26,753.44,67805.88,31390.91
56,2134.94,120947.2,620.81,802.46,145786.3,35209.4
63,2047.37,23484.46,112.77,845.82,34779.77,17613.34
47,1973.51,42927.79,263.44,704.47,77034.57,30049.45
26,2602.94,112655.4,476.8,792.76,153996.7,84491.56
60,2359.76,130366,542.88,767.08,185477.2,104292.8
21,1692.13,78054.9,454.97,790.82,123284,0
36,1531.69,49321.28,360.69,614.24,62664.61,0
41,1589.92,34195.87,375.205,805.54,41337.56,27356.7
62,2165.87,134377.5,375.205,692.48,155375,87345.35
21,3355.93,96045.35,367.61,665.9,149452,67231.74
18,5173.56,104396.5,513,731.75,173365.1,67857.7
26,1813.23,112793.6,306.69,880.69,202354.4,90234.85
30,2526.36,89634.98,351.01,776.06,152901.1,67226.24
46,2165.87,38133.45,155.95,752.43,-999,30506.76
31,2652.49,68865.96,490.43,739.8854,115311.2,44762.87
42,2124.8,62146.18,428.2,761.84,103539.9,49716.94
64,2248.46,85890.47,431.34,812.45,110122.2,64417.85
18,3524.56,61701.4,318.63,830.63,115798,49361.12
26,6441.95,159667.2,488.45,829.89,254857.7,111767
58,1525.16,41382.8,209.34,708.12,59812.89,28967.96
33,1609.54,27103.23,135.72,713.33,38063.84,18972.26
24,2526.36,50956.84,197.69,722.04,82385.73,33121.95
41,1256.87,32482.94,159.87,680.46,39474.34,21113.91
18,2258.26,79737.84,619.52,728.44,121626.4,51829.6
18,1973.51,136490,578.34,795.47,150534.6,109192
48,632.82,23062.71,216.63,625.58,37310.13,0
20,3459.26,112886.5,371.98,841.86,151036.2,0
23,2053.06,41436.23,386.66,835.36,50502.91,0
62,2547.02,208619.7,585.87,855.79,247839.7,166895.7
58,2332.27,41687.7,377.98,591.12,78871.49,0
38,3121.92,123537.1,421.43,725.46,210642.7,0
58,1716.84,77653.47,345.68,679.74,89119.56,0
47,3533.41,38580.14,395.33,689.48,48718.05,25077.09
22,2165.87,33287.69,161.06,657.31,51641.31,23301.38
43,2055.92,54303.77,342.18,709.27,102418.7,38012.64
45,3417.24,70011.4,581.35,772.84,86532.89,52508.55
20,1973.51,80469.2,419.87,773.64,97746.88,64375.36
65,2123.95,119896.4,390.41,819.6,139864.4,83927.5
18,3558.75,208300.6,706.92,739.8854,326511.2,145810.4
60,2426.87,56262.01,259.19,853.36,97640.72,39383.41
45,821.95,43959.73,232.44,724.24,50403.44,28573.82
18,3824.18,92232.46,526.27,739.8854,118001.8,64562.72
50,2353.01,123074.9,656.64,744.63,231860.8,79998.71
45,5477.86,109400.6,453.11,820.95,206758.3,76580.43
58,1745.26,24390.9,123.29,659.65,39169.85,15854.08
49,4311.01,95673.04,315.1,741.19,109149.4,66971.13
39,2441.39,125754.4,492.73,737.73,211719,0
53,1633,99552.36,312.09,712.03,159293.3,69686.65
19,2123.95,16654.53,146.71,778.66,25748.8,11658.17
35,763.82,27150.68,125.37,666.71,35275.63,17647.94
30,1720.38,67031.57,542.67,683.4,108885.5,43570.52
57,3805,148979,422.04,792.46,225533,111734.2
26,4917.77,271413.3,1345.87,715.65,456028.7,176418.7
18,1294.6,37306.35,203.33,714.2,-999,24249.13
18,2123.95,259247.7,890.1,790.99,440736.6,207398.1
36,2010.15,41254.95,190.72,789.31,51597.6,28878.46
18,4071.95,91575.69,449.24,717.87,107459,64102.98
65,1649.42,87473.55,428,871.46,146373.3,61231.48
47,3480.42,144453.6,737.44,789.9,165488.3,101117.5
24,1973.51,86767.24,273.66,720.59,108435.8,60737.07
41,846.87,48597.03,242.15,739.8854,86890.68,34017.92
27,1275.94,21679.15,234.67,738.69,38232.15,0
45,1916.38,93957.19,276.69,718.68,144742.7,0
46,1540.93,34214.21,115.24,816.71,52023.03,0
42,1710.49,37235.32,348.21,680.97,58593.46,24202.96
27,2404.06,43560.22,259.69,704.99,60129.75,28314.14
61,3748.65,241835.3,375.205,748.52,454661,169284.7
18,2123.95,151139.5,416.37,739.8854,283384.4,98240.66
19,2451.72,41963.93,146.68,693.3,50932.86,0
58,1313.24,38464.47,203.32,844.89,56929.38,26925.13
30,800.36,63259.97,304.33,813.74,77522.8,-999
36,5129.81,131789.8,1551.76,787.02,196774.7,0
42,2996.4,25663.92,124.79,695.93,-999,17964.74
27,1161.04,33969.3,176.66,662,58322.53,0
18,1301.38,31173.55,190.06,688.72,57577.32,21821.48
21,2352.89,39476.79,411.58,757.47,55693.65,29607.59
18,4764.33,84635.7,489.03,730.58,152146.3,-999
45,2140.46,78553.49,466.26,743.13,140553.2,51059.77
30,2140.46,63391.05,311.2,739.8854,106025.2,44373.74
31,1512.18,62824.66,325.76,835.97,99264.21,50259.73
29,3069.63,166940.1,454.74,819.91,312246.2,116858
58,5178.58,76790.94,419.29,754.7,129661.3,57593.2
26,4614.18,280052.7,856.8,824.53,419663.2,0
20,1777.67,70972.11,350.57,664.54,121196.2,46131.87
62,2405.26,114621.1,344.17,760.07,145555.2,0
30,1384.1,36465.67,208.78,620.41,55608.36,0
59,2455.31,7014.6,42.13,714.87,12561.38,0
63,2340.68,24299.74,131.32,657.78,42185.33,0
47,2458.85,68141.17,232.04,680.65,88536.74,44291.76
62,2394.13,73954.54,394.53,864.96,117430.1,59163.63
18,1637.49,22690.2,256.11,772.35,31012.48,15883.14
65,2739.96,77223.05,374.44,829.61,85041.86,57917.29
37,2327.08,62417.12,346.67,726.75,93797.91,0
61,2204.42,10046.47,88.76,849.06,-999,7032.53
18,3148,114822.6,345.49,748.95,216202.5,80375.86
52,1641.05,64618.37,272.56,848.34,114367.7,48463.78
19,2225.29,88067.73,471.37,788.69,143457.8,0
34,1411.95,34754.45,142.15,785.9,39221.36,0
29,1901.83,84123.49,361.15,681.52,107933.2,54680.27
47,3850.98,90179.35,484.73,696.15,170080.3,0
28,1582.25,88657.26,319.83,712.01,116570.8,0
25,2311.98,64161.48,616.11,701.69,99187.44,41704.96
41,2526.36,70438.22,413.1,594.17,101074.6,0
22,2222.34,50809.57,256.12,663.96,73891.19,35566.7
59,1421.79,20692.6,163.05,639.38,27456.95,0
18,3073.53,68487.98,461.46,777.19,85830.75,47941.59
56,4233.88,43612,526.89,721.87,53873.96,0
61,1962.93,79805.92,255.26,669.07,124474.2,55864.14
27,1519.53,94846.79,518.13,742.01,121397,35209.4
34,2602.39,66193.28,453.17,818.05,95848.29,0
18,2330.17,91519.51,440.56,655.36,160232.5,59487.68
44,1862.73,20357.04,176.57,727.46,31935.93,14249.93
21,2578.72,160688.6,469.38,694.21,204415.6,104447.6
59,1973.51,83429.69,304.75,712.36,112780.2,58400.78
20,2526.36,15937.06,138.04,676.79,21142.82,11155.94
44,1938.9,130740.3,389.28,805.44,206810.3,91518.24
18,1795.17,118504.3,489.61,679.25,200811.8,0
21,2455.9,8618.52,93.76,760.5,14714.68,6032.96
60,2140.73,51437.41,540.56,739.8854,87143.45,-999
24,1588.2,13823.96,175.68,816.83,15780.91,10367.97
57,2094.69,184528.1,499.64,783.4,340990.7,-999
29,2255.27,106249.8,505.25,665.52,163350.8,69062.34
18,1537.14,68010.76,511.97,676.67,111600.4,47607.53
35,1569.25,152846,701.14,771.82,265995.4,114634.5
18,2512.81,155470.4,469.23,768.78,194044.5,124376.3
50,4108.92,32364.29,370.29,657.21,46477.86,22655
49,1523.4,36207.67,348.73,713.96,65788.34,25345.37
30,3414.37,150546.8,498.51,832.06,190806.2,120437.4
32,2417.15,42868.35,342.14,655.29,49217.72,0
65,2123.95,55839.22,441.48,779.3,89098.93,44671.38
61,2021.9,139261,683.05,650.3,190126.2,97482.66
62,2046.45,34323.21,352.65,835.5,59111.77,24026.25
42,2071.62,41674.8,192.95,835.66,60721.55,29172.36
18,2068.11,40265.45,435.58,673.77,60149.43,26172.54
46,1987.28,34775.7,210.26,791.28,56174.36,24342.99
58,1973.51,116748.5,514.44,739.8854,167260.3,81723.93
39,2140.46,83858.73,442.29,739.8854,159144.9,62894.05
32,707.16,97074.38,243.65,680.94,152838.5,67952.07
34,2140.46,28150.74,224.74,779.74,46301.11,22520.59
56,1947.86,75633.17,365.3,709.51,127977.1,49161.56
50,1624.09,165332,424.94,832.33,273621.5,0
50,2135.22,123043.4,359.59,728.63,199627,0
19,4928.06,192938,535.62,683.14,318008,0
64,884.97,61074.79,286.19,739.8854,69225.14,48859.83
25,5052.86,125637.5,714.23,848.88,222366.4,94228.11
19,5545.69,82834.37,514.54,753.87,146789.5,62125.78
35,1741.57,91670,431.86,741.26,164953.2,0
63,1661.11,164673.6,439.11,673.26,193647.3,115271.5
63,2052.21,45793.54,146.06,631.14,52376.39,0
20,1558.95,164124.9,559.83,706.89,202827.3,106681.2
64,1576.55,114044.5,355.08,799.19,127230.7,85533.35
50,638.88,26798.55,138.87,695.97,31886.04,0
33,2478.25,96505.49,383.13,833.6,137379.5,67553.84
52,6631.31,119431.1,527.81,797.84,186014.3,0
26,1932.02,54541.39,261.19,739.8854,61077.79,35451.9
24,1819.09,95959.79,386.81,779.49,149451.9,0
63,1257.53,35427.95,304.25,628.16,48282.44,0
20,2723.33,74277.19,619.18,648.27,107476.5,0
18,986.57,36707.71,223.84,695.99,66508.6,0
44,2046.66,77307.43,568.55,690.4,90285.59,54115.2
56,1973.51,49796.29,244.29,655.36,58507.17,34857.4
61,1879.26,132575.9,400.01,729.39,218747.8,0
37,2355.63,20133.03,223.98,649.11,33601.91,0
18,2515.39,50064.54,229.48,706.52,55242.4,32541.95
45,3139.62,113474.9,520.29,744.86,149964.4,73758.7
63,2123.95,166600.3,559.37,816.27,243382.2,133280.2
27,1850.51,96810.96,457.98,739.8854,108735.2,72608.22
65,1104.43,35254.45,347.64,854.95,43468.97,24678.12
23,2899.34,96928.94,762.31,706.24,181174.3,67850.26
48,1705.05,71567.8,205.24,846.64,124544.3,50097.46
41,2123.95,153276.9,589.3,759.83,263772.8,114957.7
26,2426.59,136306.3,598.89,683.37,180408.7,88599.11
61,2161.07,88693.49,437.07,739.8854,166469.2,0
43,2123.95,171003.2,650.19,874.24,255745.2,136802.5
52,2792.53,95461.03,360.16,730.88,150793.6,0
44,2114.8,167973.3,463.38,766,302565.9,134378.6
19,3238.78,146718.5,436.01,750.16,258684,110038.9
63,1598.86,64224.21,398.56,692.21,112465,41745.74
65,1588.38,27761.16,126.27,795.39,50276.18,19432.81
27,2964.23,36306.51,378.91,708.79,68311.31,23599.23
40,3068.57,36881.37,186.7,656.58,50712.06,23972.89
18,972.88,66278.03,310.82,649.39,74688.49,0
38,1470.74,35304.69,394.9,668.24,46957.35,22948.05
34,5152.69,92252.41,265.66,776.77,126318.9,69189.31
52,1973.04,41150.94,118.39,755.5,76961.11,32920.75
18,1878.58,102811.7,375.205,595.7,145440.5,0
37,2125.995,146111.5,521.18,838.74,228126,116889.2
18,1725.44,33795.1,151.03,811.53,52476.89,0
18,4406.54,40058.6,210.34,776.8,67470.89,32046.88
37,4627.17,130431.4,430.63,835.16,196113.2,97823.55
62,2304.44,85231.1,391.27,794.75,96415.08,59661.77
65,2123.95,44363.43,231.72,859.25,51380.89,33272.57
39,1896.77,104424.5,296.31,705.87,173463.4,73097.16
28,4901.72,132825.3,513.82,876.85,200346.9,99618.99
18,1825,96291.7,447.17,817.86,147298.5,72218.77
55,3773.53,131674.1,367.25,841.06,200574,0
22,1899.02,147460.8,378.69,738.23,205443.5,95849.55
18,2898.67,49103.97,420.93,711.37,68223.06,34372.78
18,5214.54,95422.85,432.8,819.32,120825.5,71567.14
18,3355.93,48764.49,261.43,794.06,76345.44,39011.59
50,1096.4,17940.21,176.46,725.8,32096.49,11661.14
61,1233.31,86150.68,280.93,837.07,147931.1,68920.54
42,3977.05,154707.8,572.9,758.21,175496,116030.8
52,5075.02,342676.9,851.14,693.87,380436,222740
33,1674.17,125316.2,518.93,666.39,188876.9,0
50,1290.68,70410.47,253.68,834.96,123056.6,52807.85
48,2016.79,94612.82,512.04,750.34,118633.9,70959.62
45,1853.38,33691.06,375.205,670.87,53190.1,21899.19
40,2284.59,75150.22,678.05,794.9,140781.6,0
41,1844.03,170003.6,436.21,766.92,238174.3,136002.9
48,2763.56,136261,677.6,876.81,242443.5,109008.8
38,2829.8,41451.48,458.96,743.23,73794.56,29016.04
47,1982.75,74457.16,374.77,705.12,84053.9,48397.15
65,1977.13,114498,343.92,800.49,141794.3,91598.4
28,3079.13,96632.71,721.83,754.73,162956.7,67642.9
43,4456.1,181125.1,609.79,686.75,305268.5,0
56,4117.09,32945.83,194.4,850.37,51092.16,28003.96
60,2893.96,78954.81,407.16,821.32,116160.7,59216.11
50,2165.87,116703.7,316.22,667.66,133786.6,75857.39
21,4227.12,81120.65,554.14,617.35,-999,0
47,1928.97,104410.4,498.85,822.72,175510,83528.34
43,2107.25,39790.4,287.18,711.31,44861.93,27853.28
47,2004.94,35948.36,415.83,757.02,63440.16,25163.85
43,3341.49,94799.13,289.05,828.58,135865.5,0
40,3028.1,19389.2,142.61,798.05,22270.7,14541.9
18,1132.82,22113.62,119.25,739.8854,24821.71,14373.85
26,3473.54,36520.48,375.205,628.73,56058.67,0
58,2460.42,38652.69,186.68,765.78,49533.55,0
18,1973.51,28108.8,128.81,739.8854,31523.28,18270.72
23,1742.77,19083.01,143.7,586.52,27415.89,0
18,2254.56,32264.86,321.51,739.8854,43757.87,22585.4
49,1249.94,41434.5,196.35,787.83,48060.4,29004.15
65,3712.31,238463,673.33,834.66,449433.6,0
48,3786.33,201308.1,816.49,739.8854,257593.5,140915.7
47,1061.33,49572,239.71,613.84,-999,0
24,2153.91,25815.5,122.3,644.53,33026.15,0
18,1058.51,110596.3,369.1,821.96,190346.2,82947.19
64,2123.95,108753.3,393.12,822.1,187094.3,87002.62
28,1582.43,49283.96,283.4,702.19,58745.72,32034.57
19,3725.34,110287.8,612.53,757.29,157745.8,82715.85
60,3447.91,27599.76,124.22,687.04,38099.38,19319.83
58,1305.56,33750.86,222.71,655.81,46738.86,21938.06
31,1515.07,40339.81,186.91,792.21,70317.29,30254.86
35,2178.78,40029.54,186.62,755.6,68813.49,32023.63
34,2043.46,32944.48,227.89,624.09,49604.05,0
18,9351.17,83605.35,478.12,631.66,115799.7,0
27,8430.06,75997.56,379.62,793.5,141015.4,56998.17
32,1880.64,86512.45,664.35,769.62,-999,69209.96
52,1294.7,76025,404.83,787.42,137405.3,0
62,1474.93,69520.31,559.24,717.93,111665.9,45188.2
45,1345.47,86893.8,302.56,701.25,163601.2,60825.66
54,3149.12,339723.1,1024.09,803.47,439953.8,0
35,1650.71,40842.17,211.24,830.41,51427.4,35209.4
37,1749.26,59103.66,319.7,690.27,96407.27,41372.56
33,1768.2,60662.76,329.53,653.06,95097.03,42463.93
57,1854.32,117825.3,435.55,729.04,205101.3,82477.7
23,2042.11,187657.2,694.34,834.37,264088.9,150125.8
18,2214.91,83228.32,516.18,687.88,135297.8,58259.82
18,2700.87,126490.4,514.63,858.73,220404.3,101192.3
50,2036.82,13069.04,146.32,706.17,22878.89,8494.88
61,2173.2,11595.23,119.56,672.45,19754.57,7536.9
62,1522.23,47680.96,244.68,691.72,85853.84,33376.67
61,2129.79,109123.6,316.97,651.47,154322.8,0
56,4437.04,216022.4,604.93,666.74,375859.4,140414.6
44,2140.46,196332.3,673.18,732.64,321316.9,137432.6
26,2763.99,82946.58,522.56,836.13,95056.5,0
61,3152.37,77446.76,458.39,625.03,124484.9,0
23,2120.77,95462.34,358.42,661.12,118640.1,66823.64
18,6208.81,81796.43,388.44,844.09,149565.2,0
57,7739.69,110588.3,1083.09,725.15,122892.7,71882.42
31,2340.31,42999.27,172.72,739.07,63327.4,27949.53
61,2554.66,46861.74,255.83,790.35,79689.19,37489.39
52,2123.95,30807.39,147.24,642.45,39042.67,0
33,2634.96,108824.7,329.59,729.72,123731.4,70736.08
29,2698.65,79318.53,416.6,817.47,133849.9,63454.82
45,3355.93,37114.14,241.74,790.25,54807.61,27835.6
61,2123.95,86972.59,350.29,797.94,126007.8,60880.81
18,3492.07,138616.5,571.51,834.23,249030,103962.4
65,1913.73,30029.23,150.8,824.36,45202.73,21020.46
26,2227.5,144190.9,447.92,756.34,190210.1,0
33,4046.71,150484.4,798.23,725.44,170008.4,105339.1
24,2234.63,176739,501.44,867.8,216673.8,141391.2
18,1801.18,37258.15,183.07,629.15,47033.73,0
59,2162.8,66205.3,406.32,782.83,111020.6,46343.71
57,2165.87,20809.45,260.48,687.15,-999,14566.62
37,2165.87,40186.1,207.39,799.7,64888.84,28130.27
52,1521.36,120287.7,381.12,680.78,145561.6,78187.01
18,2587.23,59262.52,226.21,728.89,83925.36,41483.76
59,1762.29,25306.47,207.06,632.2,31492.97,0
65,644.56,58267.43,309.33,739.8854,69724.28,43700.57
65,1660.9,117630.2,339.14,725.35,199129.9,76459.63
37,1847.5,101473.6,561.45,626.94,118036.9,0
64,2605.79,114170.1,383.89,675.59,166724.1,0
56,1051.94,20128.12,100.44,844.46,33265.31,15096.09
35,1528.25,95224,302.87,705.87,117710.8,66656.8
53,2013.11,308244.5,929.48,759.44,535186.8,231183.4
50,950.56,86790.51,408.68,766.66,104893.4,0
30,1891.91,149136.6,591.29,766.42,172346.1,119309.3
18,2453.28,272686,755.94,735.13,300027.7,177245.9
21,2139.74,48262.72,188.93,627.53,83249.68,0
38,1865.98,51200.88,216.37,852.04,61744.52,46080.79
39,2660.33,82848.48,472.65,798.21,143010.4,66278.78
20,5266.15,281602,1169.18,696.44,363324,197121.4
23,3076.13,82096.95,420.95,848.74,132251.2,65677.56
42,1930.24,36969.83,254.79,702.58,46991.13,0
27,3166.6,65417.49,470.24,750.42,106200,45792.24
53,2054.56,50109.96,385.83,660.78,61855.62,32571.47
18,2123.95,87266.95,860.71,739.8854,157669,-999
63,1145.91,21349.48,179.62,800.63,26958.5,0
65,996.35,54340.49,329.61,826.44,92129.35,43472.39
41,2404.06,70475.74,390.28,738.24,90900.27,45809.23
18,1350.46,79057.32,433.12,756.29,149203.4,59292.99
58,2189.35,28805.02,322.17,870.96,38948.27,25924.52
28,1071.01,134739.8,413.35,710.12,171688.8,87580.87
54,2346.84,77107.27,352.47,698.89,129469.8,53975.09
18,2231.8,47879.11,336.64,750.29,90473.5,33515.38
23,5659.1,192206.2,657.95,746.57,320117.4,124934.1
59,3475.71,107657.4,497.86,635.17,121872.2,0
46,4205.88,69899.52,609.19,755.62,129403.4,55919.62
27,4099.99,119530,616.28,737.44,175315.8,83670.99
48,4319.7,144013.5,937.37,814.32,230695.1,115210.8
45,1903.78,48138.57,307.32,699,72163.21,33697
23,4572.47,103422.2,767.66,850.45,130218.9,82737.75
49,1809.21,57634.12,373.19,690.29,92200.6,37462.18
34,1893.81,150591.6,721.63,871.59,197966.9,128002.9
44,4208.97,110087.4,880.35,810.59,136138.1,88069.94
63,2165.87,8877.65,60,826.14,13659.39,6214.36
62,2123.95,96908.34,308.98,865.23,114927.7,72681.26
40,1813.23,33943.89,195.53,713.02,64061.41,22063.53
18,2688.59,190277.7,666.3,761.64,360466.8,0
41,1723.89,115450.8,381.96,812.44,129257.6,86588.07
32,2140.46,126131.6,327.27,703.55,239312.3,88292.09
51,2140.46,126095.4,631.13,743.1,221890.6,81962.04
21,2329.57,125877.5,336.99,832.59,186711,100702
25,2123.95,118693.8,450.2,789.49,201395.9,89020.36
64,1999.65,59361.75,309.75,855.57,85187.29,44521.31
60,1390.53,52589.49,277.2,838.56,67685.29,-999
57,888.44,48628.37,118.01,818.29,62106.91,36471.28
41,2740.34,203187.4,614.89,763.28,381388,152390.6
24,3103.53,104512.1,900.91,762.35,134105,78384.1
58,2754.95,73148.4,338.53,727.2,98326.94,51203.88
46,2165.87,160126.9,522.82,852.72,192107.3,120095.1
31,4432.36,86981.16,607.38,698.66,128677.8,56537.75
47,3117.03,94919.39,469.7,645.51,107973.8,0
43,1973.51,124266.7,337.34,748.61,163504.4,86986.72
19,2051.23,90601.27,637.65,766.26,126402.3,67950.95
18,5972.37,152562.3,903.22,617.89,226380.4,0
20,2140.46,116101.7,402.56,771.86,180658.1,87076.29
52,2165.87,90676.35,375.205,739.8854,170588,58939.63
26,1903.73,113155,375.205,692.74,193636.4,79208.5
54,2123.95,92349.94,681.17,853.79,171566,69262.46
56,3159.55,102374.1,283.72,795.63,181828,71661.88
32,2436.9,36538.55,373.1,863.17,66134.76,29230.84
24,2055.92,108654.5,545.93,825.43,198602.5,76058.15
59,1616.27,47826.38,344.57,648.41,57980.13,0
64,1886.96,138495.4,421.03,655.25,184403.3,96946.78
24,1947.86,49733.98,380.91,588.81,93626.28,0
53,2297.59,26669.36,299.73,683.07,50205.35,0
61,1521.37,194828.6,582.9,770.4,283165.1,136380
35,2061.95,62896.43,296.23,657.4,90089.14,40882.68
24,2020.36,149476.1,547.85,648.65,251162,0
20,2165.87,43916.52,211.26,841.76,60467.74,30741.56
43,5587.06,110860.3,561.99,814.63,171547.4,0
48,2313.34,49418.65,236.71,654.52,90115.98,32122.12
48,2141.61,112124.7,868.25,723.24,161009.1,72881.04
63,2535.51,130852.8,370.55,808.5,160382.5,91596.96
47,4285.56,64055.01,554.57,723.11,70668.6,44838.51
54,1686.47,83844.32,351.27,727.85,121774.3,58691.02
36,2123.95,202887.7,569.87,830.64,322482.8,152165.8
25,4864.24,106132.3,498.42,749.8,200364.3,74292.61
49,1973.51,36465.43,288.09,701.17,47125.3,23702.53
31,1886.46,18984.84,131.94,653.87,28524.16,12340.15
65,2123.95,90505.24,315.72,739.8854,105112,67878.93
18,1623.45,30321.4,335.06,701.72,55315.71,19708.91
38,1229.25,63515.62,450.61,702.7,119038,41285.15
18,1986.1,78244.91,407.41,687.49,100078.2,54771.44
48,1861.53,23197.67,213.58,602.47,38095.08,0
18,3123.86,58538.75,275.56,841.37,78300.36,35209.4
33,1680.33,28534.92,329.03,639.88,42569.32,0
47,1926.01,43360.37,256.2,646.07,51684.4,0
64,1729.61,39752.99,236.2,779.34,53153.91,27827.09
46,2616.55,130827.6,344.17,819.39,239736.8,104662.1
30,2165.87,134036.3,675.48,662.31,161592.6,93825.39
38,2182.32,67456.63,203.69,653.72,88704.39,43846.81
